time,flux
0.0,0.0
0.0004563084645220169,0.0
0.0009126169290440338,0.0
0.0013689253935660506,0.0
0.0018252338580880675,0.0
0.0022815423226100846,0.0
0.0027378507871321013,0.0
0.003194159251654118,0.0
0.003650467716176135,0.0
0.004106776180698152,0.0
0.004563084645220169,0.0
0.005019393109742185,0.0
0.0054757015742642025,0.0
0.00593201003878622,0.0
0.006388318503308236,0.0
0.006844626967830253,0.0
0.00730093543235227,0.0
0.007757243896874287,0.0
0.008213552361396304,0.0
0.008669860825918321,0.0
0.009126169290440338,0.0
0.009582477754962354,0.0
0.01003878621948437,0.0
0.010495094684006388,0.0
0.010951403148528405,0.0
0.011407711613050422,0.0
0.01186402007757244,0.0
0.012320328542094456,0.0
0.012776637006616472,0.0
0.013232945471138489,0.0
0.013689253935660506,0.0
0.014145562400182523,0.0
0.01460187086470454,0.0
0.015058179329226557,0.0
0.015514487793748574,0.0
0.01597079625827059,0.0
0.01642710472279261,0.0
0.016883413187314626,0.0
0.017339721651836643,0.0
0.01779603011635866,0.0
0.018252338580880677,0.0
0.01870864704540269,0.0
0.019164955509924708,0.0
0.019621263974446725,0.0
0.02007757243896874,0.0
0.02053388090349076,0.0
0.020990189368012776,0.0
0.021446497832534793,0.0
0.02190280629705681,0.0
0.022359114761578827,0.0
0.022815423226100844,0.0
0.02327173169062286,0.0
0.02372804015514488,0.0
0.024184348619666896,0.0
0.024640657084188913,0.0
0.02509696554871093,0.0
0.025553274013232943,0.0
0.02600958247775496,0.0
0.026465890942276978,0.0
0.026922199406798995,0.0
0.02737850787132101,0.0
0.02783481633584303,0.0
0.028291124800365046,0.0
0.028747433264887063,0.0
0.02920374172940908,0.0
0.029660050193931097,0.0
0.030116358658453114,0.0
0.03057266712297513,0.0
0.03102897558749715,0.0
0.03148528405201916,0.0
0.03194159251654118,0.0
0.032397900981063196,0.0
0.03285420944558522,0.0
0.03331051791010723,0.0
0.03376682637462925,0.0
0.034223134839151265,0.0
0.034679443303673285,0.0
0.0351357517681953,0.0
0.03559206023271732,0.0
0.03604836869723933,0.0
0.036504677161761354,0.0
0.03696098562628337,0.0
0.03741729409080538,0.0
0.0378736025553274,0.0
0.038329911019849415,0.0
0.038786219484371436,0.0
0.03924252794889345,0.0
0.03969883641341547,0.0
0.04015514487793748,0.0
0.040611453342459504,0.0
0.04106776180698152,0.0
0.04152407027150354,0.0
0.04198037873602555,0.0
0.04243668720054757,0.0
0.042892995665069586,0.0
0.043349304129591607,0.0
0.04380561259411362,0.0
0.044261921058635634,0.0
0.044718229523157654,0.0
0.04517453798767967,0.0
0.04563084645220169,0.0
0.0460871549167237,0.0
0.04654346338124572,0.0
0.046999771845767736,0.0
0.04745608031028976,0.0
0.04791238877481177,0.0
0.04836869723933379,0.0
0.048825005703855805,0.0
0.049281314168377825,0.0
0.04973762263289984,0.0
0.05019393109742186,0.0
0.05065023956194387,0.0
0.05110654802646589,0.0
0.05156285649098791,0.0
0.05201916495550992,0.0
0.05247547342003194,0.0
0.052931781884553955,0.0
0.053388090349075976,0.0
0.05384439881359799,0.0
0.05430070727812001,0.0
0.05475701574264202,0.0
0.055213324207164044,0.0
0.05566963267168606,0.0
0.05612594113620808,0.0
0.05658224960073009,0.0
0.05703855806525211,0.0
0.057494866529774126,0.0
0.05795117499429615,0.0
0.05840748345881816,0.0
0.058863791923340174,0.0
0.059320100387862194,0.0
0.05977640885238421,0.0
0.06023271731690623,0.0
0.06068902578142824,0.0
0.06114533424595026,0.0
0.061601642710472276,0.0
0.0620579511749943,0.0
0.06251425963951632,0.0
0.06297056810403832,0.0
0.06342687656856034,0.0
0.06388318503308237,0.0
0.06433949349760439,0.0
0.06479580196212639,0.0
0.06525211042664841,0.0
0.06570841889117043,0.0
0.06616472735569244,0.0
0.06662103582021446,0.0
0.06707734428473648,0.0
0.0675336527492585,0.0
0.06798996121378051,0.0
0.06844626967830253,0.0
0.06890257814282455,0.0
0.06935888660734657,0.0
0.06981519507186858,0.0
0.0702715035363906,0.0
0.07072781200091262,0.0
0.07118412046543464,0.0
0.07164042892995665,0.0
0.07209673739447867,0.0
0.07255304585900069,0.0
0.07300935432352271,0.0
0.07346566278804471,0.0
0.07392197125256673,0.0
0.07437827971708875,0.0
0.07483458818161076,0.0
0.07529089664613278,0.0
0.0757472051106548,0.0
0.07620351357517682,0.0
0.07665982203969883,0.0
0.07711613050422085,0.0
0.07757243896874287,0.0
0.07802874743326489,0.0
0.0784850558977869,0.0
0.07894136436230892,0.0
0.07939767282683094,0.0
0.07985398129135296,0.0
0.08031028975587497,0.0
0.08076659822039699,0.0
0.08122290668491901,0.0
0.08167921514944101,0.0
0.08213552361396304,0.0
0.08259183207848506,0.0
0.08304814054300708,0.0
0.08350444900752908,0.0
0.0839607574720511,0.0
0.08441706593657312,0.0
0.08487337440109514,0.0
0.08532968286561715,0.0
0.08578599133013917,-3.0731762271529093e-07
0.08624229979466119,-6.185732125193425e-07
